442fb1b7-4ab2-4d92-9f1b-92a8c87bcea6_jpg.rf.37431970c3289d82ae132a859711f787.jpg,plank,490.57986,336.91495,30.26131,501.35498,331.96567,33.222153,501.7822,329.94434,33.111122,502.09824,327.909,32.994705,500.26047,333.7239,6.480175,500.03345,332.86523,6.4455404,499.8487,332.09518,6.427415,496.49918,308.0627,59.67952,494.78094,318.6285,-61.81888,480.3128,330.84344,46.15535,478.58704,333.05853,10.249591,453.91342,257.27798,125.80104,440.56775,313.72943,-101.92207,432.83545,332.2138,202.02637,419.7165,417.14716,-95.2258,482.44574,366.57596,212.49937,499.98328,425.1915,-8.696769,502.71295,372.43274,220.9314,523.2234,431.6141,-27.627308,504.96658,373.2082,209.8707,522.424,415.11444,-20.239412,498.37265,371.5297,208.79103,514.64685,408.15488,-4.792783,295.02814,178.47775,76.643616,270.621,212.15483,-76.78898,199.84067,233.0644,187.49469,177.58308,255.6336,60.138363,119.91276,258.15088,322.8056,80.575424,273.5341,160.14194,97.32118,253.38187,337.2895,63.296585,261.95477,169.53345,106.92364,304.18457,340.4015,85.65398,325.27185,150.61806
4aa91d3c-5393-4ce6-ad42-95f53c120e94_jpg.rf.23dfe2a94374b35b534f0e92397da3fd.jpg,plank,44.54811,230.25964,252.87675,35.334282,217.93488,218.07681,35.13138,216.86797,218.1437,35.118084,215.65736,218.13857,36.828766,217.47069,257.2807,37.662678,215.97903,257.41568,38.721504,214.19394,257.39514,44.183807,205.64865,115.7537,48.437157,200.71541,289.28494,54.99647,233.15146,221.8445,56.1187,232.23335,272.15375,80.42909,249.34384,-24.021223,124.85664,187.9707,384.055,107.7848,384.84625,-1.4374882,166.51917,298.9602,425.4577,35.584145,357.6975,136.47684,91.78116,324.6706,441.17395,14.07362,357.66232,130.96967,63.655643,316.6276,460.69308,16.857433,344.69672,139.99896,72.647156,315.69373,462.46182,25.846386,342.22327,144.3656,78.55971,319.93796,440.2686,278.70993,247.93364,-111.3277,292.41376,221.46106,111.5115,420.7477,339.36774,-174.43834,423.84964,312.33212,37.46834,580.97626,390.74652,-241.22086,572.9039,380.5302,-40.164165,615.6753,387.32147,-247.36356,608.16943,380.06903,-49.775673,574.7538,435.6227,-291.2985,576.09,433.0269,-106.67383
BP_B_T_1_jpg.rf.42e5d85aa344cbf4db47b28e58d845a3.jpg,plank,565.18555,381.4875,-0.82099736,575.74225,372.39374,8.798686,575.867,370.70905,8.731056,575.98004,368.9881,8.660953,576.03375,372.78183,-23.581686,576.35266,371.5001,-23.64438,576.6485,370.13635,-23.744991,570.34186,354.80975,61.739304,571.8843,359.3504,-83.11563,555.5437,378.5987,24.457254,556.24335,378.82196,-18.53653,519.5553,337.5063,169.17587,533.3686,363.79788,-161.3318,499.489,408.51047,223.73886,510.9638,455.5743,-202.22841,494.74646,474.32855,176.03082,518.37305,545.61646,-181.94444,503.8937,479.57153,187.74309,535.11633,558.8484,-222.0671,505.65262,481.86343,150.18793,540.87506,555.6266,-184.83214,501.8365,481.33807,159.28812,533.3363,550.7479,-167.9679,402.42578,326.4012,110.05487,393.16272,339.59625,-109.92981,329.56802,404.71967,193.83667,301.03583,411.71542,-52.45597,234.70367,447.1046,335.0616,210.24336,463.85068,-15.513829,211.78703,445.34274,349.37842,190.66139,459.5856,-15.157972,243.33652,489.77942,323.9929,215.90076,518.55225,-77.94456
BP_W_S_1_jpg.rf.28b17ad950606a36490238176f615b1c.jpg,plank,472.45844,403.97995,-199.57516,479.13977,393.907,-180.7802,479.9511,394.40015,-180.79004,480.85974,394.81705,-180.82877,475.10483,389.27454,-203.2378,472.77817,386.11752,-203.2921,470.1245,382.672,-203.30276,471.4298,388.66003,-76.51779,457.43634,375.39526,-174.57437,463.9473,413.80527,-156.8538,458.6203,405.74417,-185.3682,409.2241,389.2993,82.04779,420.21796,413.92535,-209.24141,409.78336,476.09116,113.32935,421.32037,515.0548,-196.91115,440.82513,511.96518,71.603935,457.29498,538.28613,-111.81228,457.7629,513.5576,80.59662,477.10114,535.8119,-128.34482,460.53094,513.09125,68.517715,473.63916,526.0962,-108.98956,451.66733,512.5499,65.76938,464.87146,524.2899,-102.284004,294.56427,435.9387,89.94707,295.86374,465.43716,-90.00191,224.13744,499.7282,165.59862,210.5011,536.44446,-140.80768,141.12149,451.9613,239.98547,119.413086,477.68732,-111.269035,125.96773,429.86115,248.89107,106.70971,455.69058,-106.502426,110.73724,466.58707,263.48547,102.365875,510.7404,-104.53439
BP_W_S_2_jpg.rf.9b0a270d3e432353e0395397d4b0fdab.jpg,plank,492.83673,338.8528,-46.914536,502.4876,330.88916,-40.050205,502.71164,328.58017,-40.07297,502.8386,326.26544,-40.107666,502.9396,331.62823,-69.68021,503.4417,329.92505,-69.66165,503.87955,328.19696,-69.65484,496.19308,307.40283,7.4670672,497.8924,309.4776,-126.30264,482.31232,333.48077,-24.197157,482.49466,333.45047,-62.902473,432.40802,289.95364,91.59458,437.55823,301.53018,-170.72162,439.35706,380.6343,107.58022,446.38458,420.34857,-195.75174,495.8334,397.7505,56.531097,510.82397,424.79385,-138.8878,511.0786,399.25388,51.561085,533.0143,431.35587,-160.8152,515.8148,401.38898,46.803253,529.94147,419.76468,-143.3093,509.61127,400.8075,51.684067,521.29205,416.38004,-131.35136,290.49414,358.59827,83.734825,289.35367,384.42432,-83.725044,185.712,383.1457,163.61273,169.73727,398.21274,-44.290405,85.13031,357.40585,259.25046,54.05094,372.11957,-3.0348206,64.04022,348.39612,267.78714,33.861256,357.28165,-0.019627236,82.3047,405.6204,256.09946,54.83673,429.64062,-33.52322
BP_W_S_4_jpg.rf.51108e27a1d32936d2d3e7a7abe4ebb2.jpg,plank,103.74729,284.0362,38.71202,94.302,279.94067,13.468168,94.11999,277.97903,13.445865,93.86124,275.8279,13.391695,94.22922,281.16153,49.084625,94.088135,280.20776,49.131966,93.834854,279.05756,49.17036,95.076965,255.765,-49.663788,94.60928,259.96417,110.68364,112.020424,277.86603,20.943565,112.362015,279.59503,67.109,137.78159,241.28136,-131.99088,153.90471,253.55338,213.35039,148.70238,344.01138,-129.7515,155.84494,342.0537,252.09518,92.113,348.89044,-3.0226436,91.67797,344.52008,221.81134,73.80623,349.86942,-10.0905285,72.72953,346.31955,224.5447,73.498215,342.24408,-8.37188,72.34875,341.24554,220.52803,80.35562,342.17484,1.6456497,78.04726,340.1434,216.29584,282.09058,293.08728,-106.01314,285.66675,289.85632,105.94858,397.90207,321.6891,-131.18077,397.39185,312.2909,98.67812,527.4029,300.00308,-126.580894,510.2626,298.7049,121.12832,550.7071,286.36362,-125.99647,539.7741,289.091,121.80783,539.7332,350.25903,-182.1556,529.5218,345.3418,74.43268
BP_W_S_5_jpg.rf.4350e76cee55d27d0b2870a8bc5b4e02.jpg,plank,135.48279,341.93146,18.367346,126.560135,332.22876,-3.107079,126.972824,331.17172,-3.0840287,127.52905,329.99118,-3.1367695,126.46437,331.55307,24.02103,126.72662,329.96527,24.057266,127.16669,328.23724,24.070042,137.14514,316.84634,-59.53217,135.21257,315.0153,63.89769,144.44171,341.34546,3.0862017,145.67757,340.3937,39.175804,181.09636,330.46222,-106.12617,185.4615,286.12317,156.16553,174.03973,439.77203,-103.94183,176.0369,380.15082,210.20505,114.31339,444.01727,12.828265,125.15451,412.8485,182.30139,95.47835,444.75983,-9.154786,104.02046,420.89868,193.03177,92.97296,429.25287,4.8554096,102.457466,411.71542,174.3027,102.09367,426.719,19.820717,110.19707,410.2188,173.06534,350.10715,243.28271,-80.29331,337.07983,204.80742,80.29217,447.603,298.35394,9.646633,433.25775,278.99274,172.18483,549.5084,336.8152,101.53816,522.60596,320.0003,256.02948,573.42566,328.99634,108.97842,548.45905,315.51202,265.60727,552.14355,406.4062,74.29778,531.0915,361.11267,254.83105
BP_W_T_1_jpg.rf.0377e02a8f6998741203a0b0afd468dc.jpg,plank,516.03876,358.06067,523.31445,515.9659,369.4389,503.1438,515.78705,364.54453,503.04855,515.4448,359.6045,503.08588,521.601,354.4607,506.2465,522.3125,355.56177,506.19604,524.05774,357.1396,505.67773,511.69696,349.84082,381.15558,516.2521,394.70343,392.69666,501.8719,370.26324,473.41595,504.65164,364.09665,477.1905,471.61017,306.95657,244.37009,499.00418,434.9441,199.90327,474.3512,350.28305,194.16045,498.75323,513.7095,54.92321,479.9916,445.37357,166.39285,493.22656,497.16333,-24.239727,483.86002,464.99588,169.24591,498.04004,498.70605,-2.6063,485.91232,472.72614,188.18877,492.3636,487.72162,-4.2611403,482.9818,465.45477,174.43661,488.54968,488.75644,-23.779434,301.0895,320.362,43.339417,311.2454,403.05878,-44.64775,304.8929,324.55142,338.76123,258.85248,404.46985,116.00833,269.59854,435.0571,-187.77159,166.26437,470.96826,-495.5404,246.68759,455.4043,-245.95131,140.72766,463.10687,-555.6158,275.36115,479.5366,-232.92499,142.21036,533.55066,-580.48505
GP_B_S_11_jpg.rf.710d699fae988fda0b19dd9e95e6a6ef.jpg,plank,537.7823,290.29315,-184.12666,539.3927,276.6283,-174.51073,538.8113,275.7446,-174.53537,538.00024,274.74524,-174.61142,537.5897,275.5055,-199.70045,535.85394,273.83783,-199.74026,533.7911,271.80508,-199.75891,522.72955,267.2903,-103.029526,517.996,263.99854,-216.40298,527.152,298.7953,-153.19164,525.6985,295.2672,-185.99257,457.1723,284.6485,12.864376,464.4261,302.33087,-255.42761,448.15585,390.9516,23.883677,457.70734,448.7181,-274.10217,489.67535,460.5902,-34.418736,516.62524,495.35965,-274.1966,515.1931,454.62952,-40.033028,547.1179,508.17645,-321.7343,521.8829,470.3804,-73.95334,549.7554,497.73242,-296.389,510.07025,470.1566,-51.12665,536.8533,493.72375,-268.2049,319.72632,319.91296,86.45116,323.11063,340.96997,-86.52068,200.29388,365.8329,183.45355,199.32727,379.92245,-64.17815,89.316635,408.69504,290.51923,74.68237,441.53186,-63.151855,70.42557,405.02942,300.36432,56.65943,434.17865,-68.346436,107.84448,471.70245,273.8766,84.54405,505.5144,-146.83295
GP_B_S_12_jpg.rf.785cf8860ad9e3a23cdd9a086c715cfd.jpg,plank,493.3758,337.8943,293.4149,501.12216,334.18594,286.41705,500.8639,331.7744,286.4295,500.62256,329.39368,286.38208,501.98987,339.5891,261.863,502.1247,341.1468,261.83316,502.07428,342.65683,261.72223,497.37787,324.10425,259.56427,497.33313,342.16925,151.80467,485.41663,334.22998,290.2132,485.95352,339.94122,258.22675,453.81024,292.42014,306.54987,465.82428,357.98373,24.570404,439.15033,346.57425,386.7434,464.48663,435.77374,75.44679,458.63757,395.4689,444.39835,493.67023,443.44977,256.50046,470.70312,400.97986,466.6742,508.84943,446.886,266.38812,473.1595,404.20914,459.7445,509.94897,438.24774,266.4775,468.54474,404.44217,442.25305,502.4475,435.22812,263.03806,330.9239,314.75153,99.63124,337.8688,364.11334,-99.76689,253.21556,358.12225,240.65323,241.98952,393.8008,-192.27333,160.61215,359.28494,296.7289,129.7731,396.07953,-353.3798,140.66058,350.32687,298.5981,107.648125,384.61395,-373.1214,157.19675,394.5293,303.37756,127.25874,449.9063,-436.0175
